,PERUS,Nimi,geometry,Suomenkieliset,Suomenkieliset %,Ruotsinkieliset,Ruotsinkieliset %,Vieraskieliset,Vieraskieliset %,Ulkomaalaiset,Ulkomaalaiset %,Ulkomaalaistaustaiset,Ulkomaalaistaustaiset %,H:gissä syntyneitä,H:gissä syntyneitä %,Syntyneet lkm,Syntyneet /1000 as,Kuolleet lkm,Kuolleet /1000 as,Muutto alueelle lkm,Muutto alueelle /1000 as,Muutto alueelta lkm,Muutto alueelta /1000 as,0-6v ennuste,0-6v ennuste %,7-15v ennuste,7-15v ennnuste %,16-64v ennuste,16-64v ennuste %,Yli65v ennuste,Yli65v ennuste %,Asukkaita/km2,Työpaikkoja/km2,Kerrosala/ha,Asukkaat yht,0-6-vuotiaat,0-6-vuotiaat %,7-15-vuotiaat,7-15-vuotiaat %,16-18-vuotiaat,16-18-vuotiaat %,19-24-vuotiaat,19-24-vuotiaat %,25-39-vuotiaat,25-39-vuotiaat %,40-64-vuotiaat,40-64-vuotiaat %,Yli 65-vuotiaat,Yli 65-vuotiaat %,Asuntokuntien lkm,Asuntokuntien keskikoko,1-hengen asuntokuntia,Perheiden lkm,Lapsiperheiden lkm,Perheiden keskikoko,15v täyttäneiden lkm,Perusaste,Perusaste %,Keskiaste,Keskiaste %,Korkea-aste,Korkea-aste %,Lukiota käyvät,Lukiota käyvien osuus 16-18-vuotiaista,Ammattikoulua käyvät,Ammattikoulua käyvien osuus 16-18-vuotiaista,Tulot/asukas,"Pienituloiset asuntokunnat, %",Asuntokuntien mediaanitulot,Asuntojen keskikoko m2,Asumisväljyys m2/asukas,Asumistiheys huonetta/henki,Asuntoja yhteensä,Pientaloasuntoja,Vuokra-asuntoja,ARA-vuokra-asuntoja,Toimitilarakennukset yhteensä kerrosala 1000 m2,Liikerakennukset,Julkiset rakennukset,Teollisuus- ja varastorakennukset,Muut rakennukset,Päiväkoteja,Lapsia päiväkotihoidossa,Lapsia päiväkotihoidossa / 100 lasta,Lapsia perhepäivähoidossa yht,Lapsia perhepäivähoidossa/100 lasta,Lapsia kotihoidon tuen piirissä,Lapsia kotihoidon tuen piirissä /100,Lapsia yksityisen hoidon tuen piirissä,Lapsia yksityisen hoidon tuen piirissä / 100 lasta,Suomenkielinen alakoulut,Suomenkielinen alakoulujen oppilaat,Suomenkielinen yläkoulut,Suomenkielinen yläkoulun oppilaat,Ruotsinkielinen alakoulut,Ruotsinkielinen alakoulun oppilaat,Ruotsinkielinen yläkoulut,Ruotsinkielinen yläkoulujen oppilaat,Lukio koulut,Lukio oppilaat,Erikois- ja erityiskoulut,Erikois- ja erityiskoulut oppilaat,Avohoitokäynnit yhteensä,Avohoitokäynnit yhteensä/asukas,Perusterveydenhuolto,Perusterveydenhuolto/asukas,Erikoissairaanhoito,Erikoissairaanhoito/asukas,Toimeentulotuen saajia,Toimeentulotuen saajia/100 asukasta,Lastensuojelun asiakkaat,Lastensuojelun asiakkaita/100 ,Kirjasto,Terveysasema,Leikkipuisto,Uimahalli,Liikuntasalit ja -hallit,Pallokentät,Kirkko,Posti,Apteekki,Alko,Päivittäistavarakaupat,Muut vähittäiskaupat,Ravintolat ,Kahvilat ja baarit,"Puistoa, ha","Metsää, ha","Uimaranta, kpl",Työttömyysaste,Pitäaikaistyöttömyys,Nuorisotyöttömyysaste,Työllisyysaste,Henkilövahinko-onnettomuudet keskimäärin/vuosi,Jalankulkuonnettomuuksia keskimäärin/vuosi,Autottomat asuntokunnat,Alueen kolme yleisintä vierasta kieltä,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
0,301,Kallio,"POLYGON ((25496307.28369222 6674481.839, 25496393.63960586 6674134.168, 25496597.67940182 6674118.597, 25496865.31613419 6674098.172, 25496861.04913845 6673876.18, 25497188.86081064 6673722.787, 25497245.69075381 6673725.015, 25497287.86421164 6673726.668, 25497410.35658915 6673804.766, 25497427.97007153 6673815.999, 25497494.32600518 6673819.471, 25497675.72932377 6673828.963000001, 25498139.86735963 6673713.206, 25498713.41778608 6673570.156, 25498808.28419122 6673989.432, 25499039.61845988 6674376.528, 25499236.92326258 6674706.683, 25499269.63922986 6674761.916, 25499280.28571921 6674779.258, 25499284.05621544 6674787.761, 25499290.40970909 6674802.089, 25499304.63869486 6674834.533, 25499423.12207638 6675104.454, 25499559.7054398 6675415.61, 25499782.61271689 6675923.422, 25499887.56361194 6676162.515, 25499304.67969482 6675622.926, 25498821.86667763 6675493.505, 25498790.83070867 6675487.566, 25498758.80774069 6675481.438, 25498742.36425713 6675448.851, 25498707.0007925 6675378.769, 25498684.47631503 6675334.131, 25498676.27182323 6675317.871, 25498616.27938322 6675198.981, 25498598.25890124 6675163.271, 25498588.0979114 6675143.135, 25498578.18742131 6675123.494, 25498560.33643916 6675132.511, 25498317.52268198 6675255.171, 25498309.37269013 6675236.805, 25498263.55323595 6675145.968, 25498235.54826395 6675090.731, 25498181.11631838 6675108.979, 25498021.37847812 6675154.063, 25498017.17148233 6675136.663, 25498014.36698514 6675126.492, 25498008.13499137 6675103.886, 25497999.0985004 6675071.11, 25497992.11800738 6675054.354, 25497980.43401907 6675011.974, 25497973.7050258 6674994.579, 25497964.52303498 6674990.257, 25497963.88453561 6674991.614, 25497953.93204557 6674986.93, 25497954.57054493 6674985.572, 25497947.33255217 6674982.166, 25497920.38757911 6674969.561, 25497913.13008637 6674966.083, 25497903.21109629 6674961.328, 25497892.84010666 6674956.356, 25497890.61410889 6674952.972, 25497887.70861179 6674948.555, 25497863.44863605 6674964.595, 25497853.51364599 6674963.938, 25497817.79168171 6674961.577, 25497795.66870383 6674959.318, 25497772.1987273 6674956.809, 25497747.95225155 6674952.992, 25497727.21327229 6674949.728, 25497626.31437319 6674932.241, 25497597.73890176 6674927.292, 25497566.2059333 6674921.831, 25497536.64246286 6674916.71, 25497514.95298455 6674912.965, 25497479.97351953 6674906.911, 25497444.99455451 6674900.856, 25497411.73908776 6674895.1, 25497391.88110762 6674891.647, 25497351.21514829 6674888.188, 25497319.53717997 6674885.354, 25497321.42967807 6674847.402, 25497312.44118706 6674846.945, 25497292.42420708 6674845.948, 25497258.11824139 6674844.211, 25497225.16277434 6674842.505, 25497215.06328444 6674841.961, 25497138.66886083 6674837.961, 25497128.68287082 6674837.438, 25497093.23190627 6674835.582, 25497057.78094172 6674833.725, 25497039.79445971 6674832.738, 25497009.83048967 6674831.235, 25496993.74350576 6674830.382, 25496972.49302701 6674829.256, 25496914.05158545 6674826.158, 25496885.35561414 6674822.73, 25496858.72314078 6674819.548, 25496818.08418142 6674807.715, 25496783.52071598 6674797.651, 25496748.95575055 6674787.587, 25496692.21680728 6674771.067, 25496674.55382495 6674765.925, 25496551.09294841 6674729.979, 25496511.43848806 6674718.433, 25496507.4069921 6674717.259, 25496462.54903695 6674704.198, 25496447.8040517 6674699.905, 25496307.28369222 6674481.839))",25312,87.1,1169,4,2587,8.9,1932,6.6,2921,10,8468,29.1316912068,301.0,10.5,210.0,7.3,6561.0,228.6,6469.0,225.4,2384.0,6.34,1834.0,4.87,28705.0,76.28,4707.0,12.51,11052,9186,9631,29068,1110,3.82,619,2.13,261,0.9,3211,11.05,12584,43.29,7340,25.25,3943,13.56,19179,1.4925178581,12112,6012,1622,2.3,26852,5103,19,9979,37.16,11770,43.83,193,60.9,787,29.5,28545.0,17.74552389024261,33865.0,44.8,30,1.12,21026,24,10933,1142,1165.748,615.352,177.298,246.886,126.212,11.0,474.0,63.0,6.0,0.8,180.0,18.3,73.0,9.7,2.0,488.0,1.0,23.0,0.0,0.0,0.0,0.0,2.0,1083.0,0.0,0.0,295989.0,10.31284624229121,243100.0,8.470088150238668,52889.0,1.8427580920525417,2813.0,9.675311274678407,93.0,4.96,1.0,1.0,2.0,0.0,16.0,7.0,4.0,1.0,4.0,1.0,47.0,133.0,98.0,12.0,17.207788618308392,3.0767830821061177,0.0,12.31948747571286,35.507246376811594,8.194048104362006,73.64742313647423,20,6,72.1850273889227,venäjä ,425,englanti ,284,"eesti, viro ",249
1,302,Alppiharju,"POLYGON ((25496262.58023692 6675559.88, 25496263.57173593 6675552.879, 25496462.54903695 6674704.198, 25496507.40749209 6674717.259, 25496511.43848806 6674718.433, 25496551.09294841 6674729.979, 25496674.55382495 6674765.925, 25496692.21680728 6674771.068, 25496748.95625055 6674787.587, 25496783.52071598 6674797.652, 25496818.08468142 6674807.715, 25496858.72314078 6674819.548, 25496885.35561414 6674822.73, 25496914.05158545 6674826.158, 25496972.49352701 6674829.256, 25496993.74400576 6674830.382, 25497009.83048967 6674831.235, 25497039.79445971 6674832.739, 25497057.78094172 6674833.725, 25497093.23190627 6674835.582, 25497128.68287082 6674837.438, 25497138.66936083 6674837.961, 25497215.06328444 6674841.961, 25497225.16277434 6674842.505, 25497258.11824139 6674844.211, 25497292.42420708 6674845.948, 25497312.44118706 6674846.945, 25497321.42967807 6674847.402, 25497319.53717997 6674885.354, 25497351.21514829 6674888.188, 25497391.88110762 6674891.647, 25497411.73908776 6674895.1, 25497444.99455451 6674900.856, 25497479.97351953 6674906.911, 25497514.95298455 6674912.965, 25497536.64246286 6674916.71, 25497566.2059333 6674921.831, 25497597.73890176 6674927.292, 25497626.31437319 6674932.241, 25497727.21327229 6674949.728, 25497747.95225155 6674952.992, 25497772.1987273 6674956.809, 25497795.66870383 6674959.318, 25497817.79168171 6674961.577, 25497853.51364599 6674963.938, 25497863.44863605 6674964.595, 25497887.70861179 6674948.555, 25497890.61410889 6674952.973, 25497892.84010666 6674956.356, 25497903.21159629 6674961.328, 25497913.13058637 6674966.083, 25497920.38757911 6674969.562, 25497947.33255217 6674982.166, 25497954.57054493 6674985.572, 25497953.93204557 6674986.93, 25497963.88453561 6674991.614, 25497964.52303498 6674990.257, 25497973.7055258 6674994.579, 25497980.43401907 6675011.974, 25497992.11800738 6675054.354, 25497999.0990004 6675071.11, 25498008.13499137 6675103.887, 25498014.36698514 6675126.492, 25497985.6035139 6675134.523, 25497952.85504665 6675143.667, 25497950.82154868 6675144.25, 25497938.69306081 6675147.153, 25497891.06810843 6675158.543, 25497841.06865843 6675158.447, 25497840.14865935 6675158.445, 25497771.64922785 6675158.313, 25497751.64924785 6675158.275, 25497725.62177388 6675158.225, 25497700.05079945 6675158, 25497659.4018401 6675157.899, 25497620.4018791 6675157.802, 25497585.95241355 6675157.676, 25497558.58294092 6675157.589, 25497540.57145893 6675157.469, 25497516.42598308 6675157.43, 25497487.78451172 6675158.111, 25497459.78403972 6675160.765, 25497431.76156774 6675165.239, 25497402.97609653 6675171.981, 25497377.06162244 6675179.01, 25497355.07914442 6675186.585, 25497326.13767336 6675199.271, 25497298.07620142 6675213.8, 25497270.97122853 6675230.045, 25497242.2987572 6675250.203, 25497225.24527426 6675263.878, 25497207.44829205 6675278.682, 25497189.60730989 6675293.804, 25497167.33533217 6675312.679, 25497145.93085357 6675330.821000001, 25497041.97745752 6675418.509, 25497019.04598046 6675437.852, 25497005.27199423 6675449.447, 25496956.34104316 6675490.698, 25496934.93306457 6675508.745, 25496907.40909209 6675531.949, 25496884.44511506 6675551.363, 25496866.84413266 6675566.168, 25496849.24265026 6675580.973, 25496835.42316408 6675592.559, 25496809.44069006 6675614.489, 25496783.45921604 6675636.419, 25496769.7042298 6675648.056, 25496752.88374662 6675662.236, 25496736.06376344 6675676.417, 25496728.37327113 6675682.806, 25496722.25777724 6675687.963000001, 25496700.47129903 6675706.337, 25496674.09832541 6675728.578, 25496664.82283468 6675736.443, 25496634.5988649 6675761.873, 25496606.67039283 6675785.372, 25496585.24541426 6675803.398, 25496577.61192189 6675809.86, 25496542.42395708 6675839.488, 25496487.77851173 6675884.884, 25496477.41802209 6675885.894, 25496467.59403191 6675886.853, 25496460.68653882 6675882.972, 25496442.58355692 6675874.058, 25496437.2030623 6675871.444, 25496419.53557997 6675862.859, 25496410.65158885 6675858.475, 25496362.74913675 6675835.244, 25496361.9011376 6675827.965, 25496366.37513313 6675827.478, 25496345.82565368 6675689.934, 25496341.23265827 6675650.5, 25496337.41466209 6675617.723, 25496332.37766713 6675599.896, 25496327.57767192 6675567.645, 25496326.95317255 6675564.461, 25496310.64018886 6675568.572, 25496286.03721346 6675564.684, 25496262.58023692 6675559.88))",10406,87.2,452,3.8,1079,9,813,6.8,1186,9.9,3279,27.4692133702,85.0,7.2,119.0,10.1,2775.0,234.5,2834.0,239.5,393.0,3.73,222.0,2.11,8670.0,82.34,1244.0,11.81,13118,3259,7707,11937,343,2.87,136,1.14,78,0.65,1518,12.72,5495,46.03,2883,24.15,1484,12.43,8644,1.3570106432,6162,2104,482,2.2,11274,2298,20.38,4437,39.36,4539,40.26,62,65.4,394,25.6,26550.0,20.80325960419092,29652.0,38.4,28.3,1.11,9617,59,4828,292,172.93,23.993,98.47,39.933,10.534,2.0,169.0,63.8,,,69.0,20.7,22.0,8.3,2.0,467.0,2.0,474.0,1.0,85.0,1.0,193.0,1.0,621.0,0.0,0.0,124487.0,10.521213657876944,101327.0,8.563810006761326,23160.0,1.9574036511156188,1476.0,12.364915807991958,29.0,5.653021442495127,0.0,0.0,1.0,1.0,13.0,3.0,1.0,1.0,2.0,1.0,18.0,49.0,47.0,16.0,15.536612284006456,8.57164432545625,0.0,14.294562120649076,33.62218370883882,9.310653536257833,72.99728090357665,9.4,3,75.4601226993865,venäjä ,173,"eesti, viro ",120,englanti ,118
2,303,Vallila,"POLYGON ((25496458.27404123 6675967.792, 25496476.07952342 6675891.62, 25496477.41802209 6675885.894, 25496487.77851173 6675884.884, 25496542.42395708 6675839.487, 25496577.61192189 6675809.86, 25496585.24541426 6675803.398, 25496606.67039283 6675785.372, 25496634.5988649 6675761.873, 25496664.82283468 6675736.442, 25496674.09832541 6675728.578, 25496700.47129903 6675706.337, 25496722.25777724 6675687.963000001, 25496728.37327113 6675682.805, 25496736.06376344 6675676.417, 25496752.88374662 6675662.236, 25496769.7042298 6675648.056, 25496783.45921604 6675636.419, 25496809.44069006 6675614.489, 25496835.42316408 6675592.559, 25496849.24265026 6675580.972, 25496866.84363266 6675566.168, 25496884.44461506 6675551.362, 25496907.40909209 6675531.949, 25496934.93306457 6675508.745, 25496956.34104316 6675490.698, 25497005.27199423 6675449.447, 25497019.04598046 6675437.852, 25497041.97745752 6675418.509, 25497145.93085357 6675330.821000001, 25497167.33533217 6675312.679, 25497189.6068099 6675293.804, 25497207.44829205 6675278.682, 25497225.24527426 6675263.878, 25497242.2987572 6675250.203, 25497270.97122853 6675230.044, 25497298.07620142 6675213.8, 25497326.13717337 6675199.27, 25497355.07864442 6675186.585, 25497377.06162244 6675179.01, 25497402.97609653 6675171.981, 25497431.76106774 6675165.238, 25497459.78403972 6675160.765, 25497487.78451172 6675158.111, 25497516.42598308 6675157.43, 25497540.57145893 6675157.469, 25497558.58294092 6675157.588000001, 25497585.95241355 6675157.675, 25497620.4018791 6675157.802, 25497659.4018401 6675157.899, 25497700.05079945 6675158, 25497725.62177388 6675158.225, 25497751.64924785 6675158.275, 25497771.64922785 6675158.313, 25497840.14865935 6675158.445, 25497841.06865843 6675158.447, 25497891.06810843 6675158.543, 25497938.69306081 6675147.153, 25497950.82104868 6675144.25, 25497952.85504665 6675143.667, 25497985.6030139 6675134.523, 25498014.36698514 6675126.492, 25498017.17148233 6675136.663, 25498021.37847812 6675154.064, 25498181.11631838 6675108.979, 25498235.54826395 6675090.731, 25498263.55323595 6675145.968, 25498309.37269013 6675236.805, 25498317.52268198 6675255.171, 25498560.33643916 6675132.511, 25498578.18742131 6675123.494, 25498588.0979114 6675143.135, 25498598.25890124 6675163.271, 25498616.27938322 6675198.981, 25498676.27182323 6675317.871, 25498707.0007925 6675378.769, 25498742.36425713 6675448.851, 25498758.80774069 6675481.438, 25498790.83070867 6675487.566, 25498821.86667763 6675493.505, 25499304.67969482 6675622.926, 25499887.56361194 6676162.515, 25499474.43452507 6676267.873, 25499116.84938265 6676359.066, 25498592.57540692 6676492.768, 25498212.55428695 6676393.417, 25498082.8999166 6676436.139, 25498064.78143472 6676442.108, 25498048.62395088 6676447.431, 25497993.96650554 6676465.44, 25497978.70952079 6676470.468, 25497916.96058254 6676490.807, 25497916.12458338 6676490.899, 25497869.07663043 6676496.06, 25497866.12213338 6676488.091, 25497863.34463616 6676488.888, 25497862.98813651 6676488.988, 25497862.66313684 6676489.081, 25497859.02814047 6676490.105, 25497855.4041441 6676491.096, 25497852.66264684 6676491.853, 25497851.29314821 6676492.215, 25497849.45865004 6676492.701, 25497841.71365779 6676494.673, 25497833.15866634 6676496.761, 25497816.80768269 6676500.443, 25497805.15319435 6676502.822, 25497793.53820596 6676504.992, 25497776.08322342 6676507.88, 25497770.38872911 6676508.744, 25497763.00923649 6676509.766, 25497755.3972441 6676510.739, 25497751.7037478 6676511.174, 25497742.84025666 6676512.183, 25497737.75976174 6676512.674, 25497734.07026543 6676513.036, 25497719.58477991 6676514.213000001, 25497710.19128931 6676514.825, 25497694.94680455 6676515.554, 25497684.43831506 6676515.865, 25497673.4033261 6676516.026, 25497662.01283749 6676516.011, 25497653.35684614 6676515.917, 25497645.07335443 6676515.653, 25497631.9073676 6676515.096, 25497619.80637969 6676514.369, 25497606.7973927 6676513.355, 25497594.57140493 6676512.201, 25497582.3014172 6676510.821000001, 25497570.81942868 6676509.297, 25497554.96794453 6676506.917, 25497543.28495622 6676504.987, 25497534.03396547 6676503.185, 25497526.21747328 6676501.662, 25497512.48848701 6676498.719, 25497497.63650186 6676495.214, 25497488.82051068 6676492.987, 25497480.73701876 6676490.813, 25497469.62752987 6676487.746, 25497459.8050397 6676484.742, 25497446.62655288 6676480.559, 25497443.20855629 6676479.432, 25497442.4040571 6676479.162, 25497436.81306269 6676477.277, 25497431.46756803 6676475.409, 25497426.32607317 6676473.558, 25497414.75108475 6676469.256, 25497404.49209501 6676465.25, 25497336.39616311 6676433.796, 25497310.86968863 6676419.396, 25497308.11619138 6676418.046, 25497253.51574599 6676382.536, 25497178.46132104 6676327.538, 25497181.56781793 6676336.381, 25497182.22831727 6676338.413, 25497183.36781614 6676343.09, 25497184.01231549 6676347.862, 25497184.15431535 6676352.675, 25497183.79231571 6676357.476, 25497182.93081657 6676362.213000001, 25497181.57881792 6676366.834, 25497179.75081975 6676371.289, 25497177.46732203 6676375.528, 25497172.71132679 6676383.347, 25497169.18283032 6676388.598, 25497164.52283498 6676394.253, 25497159.2978402 6676399.389, 25497153.56434594 6676403.951, 25497147.38585212 6676407.889, 25497140.82935867 6676411.159, 25497122.49537701 6676419.135, 25497092.88890661 6676429.727, 25497085.72541378 6676432.023, 25497074.19492531 6676434.658, 25497062.45193705 6676436.073, 25497050.62544888 6676436.253, 25497038.84496066 6676435.195, 25497027.23997226 6676432.912, 25497015.93648357 6676429.429, 25497005.05949444 6676424.782, 25496994.72800477 6676419.025, 25496994.02050548 6676418.629, 25496993.25200625 6676418.298, 25496992.45250705 6676418.048, 25496991.63150787 6676417.884, 25496990.79750871 6676417.806, 25496989.96000954 6676417.816, 25496989.12851038 6676417.913, 25496988.31151119 6676418.097, 25496987.51851198 6676418.365, 25496986.75751275 6676418.714, 25496986.03701346 6676419.142, 25496985.36601413 6676419.642, 25496983.1030164 6676421.345, 25496980.41851908 6676422.975, 25496977.57902192 6676424.315, 25496974.61452489 6676425.351, 25496971.55802794 6676426.072, 25496968.44353106 6676426.469, 25496941.57705792 6676429.34, 25496941.7070578 6676427.663, 25496941.73455777 6676427.333, 25496941.81505769 6676426.323, 25496941.92305758 6676425.264, 25496942.00755749 6676424.283, 25496942.16305734 6676422.973, 25496942.51205699 6676420.121, 25496942.91905658 6676417.114, 25496943.39555611 6676414.327, 25496944.42705508 6676408.902, 25496944.85555465 6676406.966, 25496945.01005449 6676406.279, 25496945.88605361 6676402.59, 25496946.86905263 6676399.015, 25496947.74855175 6676395.978, 25496948.56355094 6676393.353, 25496949.24705026 6676391.384, 25496950.66904883 6676387.405, 25496951.92404758 6676384.151, 25496952.94954655 6676381.684, 25496953.96554554 6676379.269, 25496955.54004396 6676375.839, 25496956.48104302 6676373.874, 25496957.45054205 6676371.91, 25496958.505041 6676369.896, 25496959.84353966 6676367.412, 25496959.91103959 6676367.289, 25496960.8070387 6676365.687, 25496961.39203811 6676364.667, 25496961.70803779 6676364.127, 25496961.94203756 6676363.727, 25496962.39003711 6676362.971, 25496962.60953689 6676362.606, 25496963.73053577 6676360.762, 25496964.80953469 6676359.039, 25496965.9045336 6676357.363, 25496966.54003296 6676356.407, 25496966.96003254 6676355.777, 25496968.06403144 6676354.167, 25496968.64153086 6676353.346, 25496968.76603074 6676353.17, 25496969.1050304 6676352.694, 25496969.32053018 6676352.393, 25496969.35903014 6676352.339, 25496970.02402948 6676351.42, 25497071.35292815 6676210.1, 25497080.504919 6676197.344, 25497083.62541588 6676193.571000001, 25497085.66691383 6676191.215, 25497088.26041124 6676188.359, 25497092.91990658 6676183.628, 25497095.58890391 6676181.126, 25497097.85090165 6676179.04, 25497100.26039924 6676176.949, 25497086.67591283 6676161.9, 25497044.1049554 6676114.741, 25496999.02000048 6676064.795, 25496992.36750713 6676057.75, 25496986.14601336 6676051.783, 25496980.31051919 6676046.695, 25496973.65002585 6676041.421, 25496967.92553158 6676037.16, 25496960.66053884 6676032.261, 25496954.93654456 6676028.707, 25496949.98354952 6676025.872, 25496944.67305483 6676023.024, 25496938.89556061 6676020.204, 25496933.53206597 6676017.775, 25496928.15057135 6676015.531, 25496922.26057724 6676013.338000001, 25496914.89558461 6676010.834, 25496908.98459052 6676009.047, 25496902.43609707 6676007.385, 25496895.63560387 6676005.878, 25496891.0001085 6676005.026, 25496884.73961476 6676004.06, 25496875.96262354 6676002.963000001, 25496784.43871506 6675998.612, 25496754.45324505 6675997.714, 25496725.54227396 6675982.178, 25496715.02278448 6675976.523, 25496715.70928379 6675973.588000001, 25496714.59328491 6675962.142, 25496682.41781708 6675946.925, 25496681.73381777 6675939.913, 25496662.89233661 6675942.264, 25496458.27404123 6675967.792))",13546,86.6,823,5.3,1282,8.2,816,5.2,1356,8.7,5497,35.122356399,209.0,13.6,136.0,8.8,3395.0,220.6,3215.0,208.9,862.0,5.74,974.0,6.49,11031.0,73.45,2151.0,14.32,5906,8228,6771,15651,1022,6.53,593,3.79,203,1.3,1896,12.11,6155,39.33,3996,25.53,1786,11.41,9326,1.6382157409,5260,3597,1369,2.4,13763,2912,21.16,5133,37.3,5718,41.55,120,48.3,414,34,26489.0,18.64425401010767,34450.0,48.7,29.8,1.16,10072,31,5851,2766,1122.715,291.317,127.776,597.991,105.631,4.0,462.0,60.9,27.0,3.6,199.0,21.1,38.0,5.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,822.0,0.0,0.0,168512.0,10.95158250471177,140197.0,9.11139273412621,28315.0,1.8401897705855592,1572.0,9.988562714449104,125.0,7.175660160734788,1.0,1.0,1.0,1.0,8.0,7.0,2.0,1.0,1.0,1.0,16.0,57.0,42.0,4.0,34.75036496322992,1.6295549489152175,0.0,11.489095272879055,35.694822888283376,7.595993322203673,72.53648847050695,25.8,5.4,68.52115541090318,venäjä ,204,somali ,155,"eesti, viro ",125
