,POSTCODE,COORDS,PERUS
81129,200,POINT (25492147.04349084 6671812.193575538),105
81130,200,POINT (25492212.84363167 6671820.197754744),105
81131,200,POINT (25492247.62358826 6671828.257401571),105
81132,200,POINT (25492247.62358826 6671828.257401571),105
81133,200,POINT (25492272.55374219 6671599.847994406),105
81134,200,POINT (25492227.71562049 6671626.515267259),105
81135,200,POINT (25492227.71562049 6671626.515267259),105
81136,200,POINT (25492243.38084178 6671604.967817561),105
81137,200,POINT (25492243.38084178 6671604.967817561),105
81138,200,POINT (25492243.651426 6671662.023016411),105
81139,200,POINT (25492247.16987906 6671645.113878342),105
81140,200,POINT (25492249.5021495 6671700.226097513),105
81141,200,POINT (25492249.5021495 6671700.226097513),105
81142,200,POINT (25492219.41255841 6671537.200092426),105
81143,200,POINT (25492219.41255841 6671537.200092426),105
81144,200,POINT (25492234.29225452 6671574.670947033),105
81145,200,POINT (25492234.29225452 6671574.670947033),105
81146,200,POINT (25492101.77566443 6671423.562780746),105
81147,200,POINT (25492122.04431537 6671448.186541013),105
81148,200,POINT (25492139.40150539 6671469.730447443),105
81149,200,POINT (25492160.9133297 6671486.396708208),105
81150,200,POINT (25492189.09099783 6671514.268414483),105
81151,200,POINT (25492189.09099783 6671514.268414483),105
81152,200,POINT (25492858.78678731 6671704.671534132),105
81153,200,POINT (25492740.14637276 6671624.016943816),105
81154,200,POINT (25492689.06368489 6671592.454181025),105
81155,200,POINT (25492631.62278795 6671572.703769137),105
81156,200,POINT (25492647.98177037 6671627.230996315),105
81157,200,POINT (25492596.41967659 6671611.658571857),105
81158,200,POINT (25492566.8501627 6671563.731817667),105
81159,200,POINT (25492543.31092722 6671614.061296728),105
81160,200,POINT (25492488.71879518 6671632.411352889),105
81161,200,POINT (25492498.34966847 6671578.667203822),105
81162,200,POINT (25492443.39322832 6671609.029243976),105
81163,200,POINT (25492325.78549245 6671791.593384213),105
81164,200,POINT (25492325.78549245 6671791.593384213),105
81165,200,POINT (25492369.56429517 6671832.948548487),105
81166,200,POINT (25492406.73989279 6671861.092900745),105
81167,200,POINT (25492433.76248586 6671893.938001944),105
81168,200,POINT (25492461.84792814 6671957.821426222),105
81169,200,POINT (25492374.86528489 6671757.052560438),105
81170,770,POINT (25503986.79800736 6682859.526992586),506
81171,770,POINT (25504047.60254129 6682966.442530332),506
81172,770,POINT (25504114.71552233 6682964.478577147),506
81173,690,POINT (25497497.59925094 6682779.849331593),403
81174,690,POINT (25497512.92833745 6682769.309987313),403
81175,690,POINT (25497510.38784524 6682754.225898227),403
81176,890,POINT (25512168.28530989 6681786.616808698),801
81177,890,POINT (25512181.07039109 6681794.001798964),801
81178,890,POINT (25512138.89406589 6681831.754504564),801
81179,890,POINT (25512122.8087518 6681834.263712834),801
81180,890,POINT (25512412.97342842 6681736.989881394),801
81181,890,POINT (25512433.48181361 6681720.592106707),801
81182,890,POINT (25512430.11836782 6681732.502322472),801
81183,890,POINT (25512463.87254515 6681708.506559716),801
81184,890,POINT (25512420.00117688 6681802.248616103),801
81185,890,POINT (25512420.00117688 6681802.248616103),801
81186,890,POINT (25512463.08421102 6681767.532785398),801
81187,890,POINT (25512463.08421102 6681767.532785398),801
81188,890,POINT (25512466.50807441 6681786.641397912),801
81189,890,POINT (25512503.19560139 6681764.739509062),801
81190,890,POINT (25512745.66713195 6681887.177999898),801
81191,890,POINT (25512753.27442224 6681900.418643806),801
81192,890,POINT (25512744.75953979 6681917.168403659),801
81193,890,POINT (25512762.66334548 6681953.742373153),801
81194,890,POINT (25512756.99836401 6681942.558568091),801
81195,890,POINT (25512805.35288828 6681898.996335697),801
81196,890,POINT (25512793.99246828 6681910.655378075),801
81197,890,POINT (25512072.10275034 6682846.478867424),801
81198,890,POINT (25512074.83063549 6682987.676113584),801
81199,890,POINT (25512101.2183851 6682975.462935525),801
81200,890,POINT (25512893.64158057 6682089.808311083),801
81201,890,POINT (25512918.51708499 6682061.540416353),801
81202,890,POINT (25512913.12224056 6682074.390066993),801
81203,890,POINT (25512867.85788788 6682082.018484642),801
81204,890,POINT (25512630.47503881 6681791.616490777),801
81205,890,POINT (25512618.87124411 6681811.275001983),801
81206,890,POINT (25512785.41655175 6681995.458598293),801
81207,890,POINT (25512883.09661132 6682041.460509657),801
81208,890,POINT (25512826.40982188 6682095.777673112),801
81209,890,POINT (25512842.83172557 6682016.216434857),801
81210,890,POINT (25512833.37683282 6682030.946032389),801
81211,890,POINT (25512816.11213457 6681940.347633259),801
81212,890,POINT (25512832.37561352 6682129.981494334),801
81213,890,POINT (25512854.06768685 6682140.653531975),801
81214,890,POINT (25512841.49831807 6682159.282909139),801
81215,890,POINT (25511348.03648224 6682038.945136552),801
81216,890,POINT (25511382.5112203 6682023.977596363),801
81217,890,POINT (25512113.93299885 6681796.976331683),801
81218,890,POINT (25511283.10767853 6682034.978191669),801
81219,890,POINT (25511295.19364655 6682032.341512676),801
81220,890,POINT (25511243.17188893 6682064.792922619),801
81221,890,POINT (25511217.96728518 6682071.03282355),801
81222,890,POINT (25511249.41279642 6682090.003567937),801
81223,890,POINT (25512455.0756957 6682196.60727781),801
81224,890,POINT (25512471.47067002 6682184.095309002),801
81225,890,POINT (25512425.41852059 6682184.696069913),801
81226,890,POINT (25512424.08696802 6682162.642036242),801
81227,890,POINT (25512414.20595345 6682158.341169011),801
81228,890,POINT (25512576.7852958 6682209.302335375),801
81229,890,POINT (25512573.69378326 6682179.186704881),801
81230,890,POINT (25512546.54550817 6682183.360681952),801
81231,890,POINT (25512547.54767508 6682183.397548123),801
81232,890,POINT (25512621.16541841 6682461.838191656),801
81233,890,POINT (25512651.49389487 6682451.748375841),801
81234,890,POINT (25512636.1362362 6682430.258509422),801
81235,890,POINT (25512651.88775025 6682438.747318775),801
81236,890,POINT (25512618.55940888 6682382.700497301),801
81238,890,POINT (25512669.43310893 6682289.163297871),801
81239,890,POINT (25512665.97967373 6682271.045988075),801
81240,890,POINT (25512726.24053099 6682263.868380229),801
81241,890,POINT (25512709.2168299 6682264.355078081),801
81242,890,POINT (25512618.71496861 6682212.577714335),801
81244,890,POINT (25511285.62104743 6681985.015319962),801
81245,890,POINT (25511306.79764003 6681979.654756983),801
81246,890,POINT (25511254.35185336 6681993.074633172),801
81247,890,POINT (25511266.5357824 6681987.441037125),801
81248,890,POINT (25511226.63038107 6682016.253287037),801
81249,890,POINT (25511200.02898711 6682035.457987788),801
81250,890,POINT (25511212.33017895 6682025.824692279),801
81251,890,POINT (25511178.24347256 6682060.816698741),801
81252,890,POINT (25511190.42705815 6682055.182848779),801
81253,890,POINT (25511187.36440335 6682057.089848299),801
81254,890,POINT (25511160.06749918 6682099.300369315),801
81255,890,POINT (25511193.30372032 6682092.304740918),801
81256,890,POINT (25511213.51199569 6682118.92856523),801
81257,890,POINT (25512818.71701199 6681821.340675723),801
81258,890,POINT (25512718.97711408 6681843.331400194),801
81259,890,POINT (25512736.45931182 6681827.849553944),801
81260,890,POINT (25512535.46382402 6681789.740680832),801
81261,890,POINT (25512792.41630367 6682028.69663279),801
81262,890,POINT (25512153.6752853 6682334.57448425),801
81263,890,POINT (25512187.36618508 6682345.60560272),801
81264,890,POINT (25512232.238787 6682317.945754342),801
81265,890,POINT (25512246.98958727 6682326.39603562),801
81266,890,POINT (25512211.90421563 6682328.339835255),801
81267,890,POINT (25512194.3640617 6682312.794239377),801
81268,890,POINT (25512237.08345602 6682356.122439464),801
81269,890,POINT (25512245.26471222 6682350.356141029),801
81270,890,POINT (25511962.04305757 6682284.729079571),801
81271,890,POINT (25511974.46628016 6682304.122966138),801
81272,890,POINT (25511993.88548586 6682290.705151229),801
81275,890,POINT (25512687.70093316 6682247.690249219),801
81276,890,POINT (25512704.69907278 6682248.206119117),801
81277,890,POINT (25512639.49847873 6682220.203645165),801
81278,890,POINT (25511033.69118822 6685342.86968349),801
81279,890,POINT (25511038.11480546 6685362.01348035),801
81280,890,POINT (25511337.5688775 6685783.399787952),801
81281,890,POINT (25511355.08170251 6685799.944073153),801
81282,890,POINT (25511351.17158527 6685829.847596035),801
81283,890,POINT (25511381.47228331 6685754.712650603),801
81284,890,POINT (25511335.08572506 6685733.287482309),801
81285,890,POINT (25511052.20250595 6685425.486221557),801
81286,890,POINT (25511068.59480711 6685412.979115818),801
81287,890,POINT (25511316.7278809 6685678.6914953),801
81288,890,POINT (25511333.42210882 6685656.181193142),801
81289,890,POINT (25511318.06197381 6685667.720978747),801
81290,890,POINT (25511195.63092467 6685381.801913736),801
81291,890,POINT (25511206.11743991 6685399.137269359),801
81292,890,POINT (25511248.04055131 6685633.577789135),801
81293,890,POINT (25511253.67911085 6685645.761993454),801
81294,890,POINT (25511281.21958659 6685661.601493107),801
81295,890,POINT (25511294.70016434 6685646.000128035),801
81296,890,POINT (25511257.06922002 6685665.872217889),801
81297,890,POINT (25511215.07787387 6685664.606479966),801
81298,890,POINT (25511198.3861651 6685654.093096306),801
81299,890,POINT (25511220.65308937 6685711.80905125),801
81300,890,POINT (25511229.77254324 6685675.058086313),801
81301,890,POINT (25511072.74741176 6685441.124688764),801
81302,890,POINT (25511111.07389332 6685431.280413037),801
81303,890,POINT (25511081.9874665 6685466.422274837),801
81304,890,POINT (25511080.43846549 6685517.413473991),801
81305,890,POINT (25511053.01840383 6685530.589045946),801
81306,890,POINT (25510904.62462731 6685474.054992833),801
81307,890,POINT (25510926.01164778 6685461.695875753),801
81308,890,POINT (25511171.08555215 6685630.244019496),801
81309,890,POINT (25511199.3836495 6685621.094210049),801
81310,890,POINT (25511025.90570532 6685467.723143959),801
81311,890,POINT (25510982.39929497 6685318.292235017),801
81312,890,POINT (25510969.06733236 6685394.952098879),801
81313,890,POINT (25510929.04481783 6685394.731767046),801
81314,890,POINT (25510300.73735677 6681924.136297502),801
81315,890,POINT (25510367.30495895 6681775.047887177),801
81316,890,POINT (25510360.88035223 6681788.856530396),801
81317,890,POINT (25510038.23940479 6682132.335205279),801
81318,890,POINT (25509954.98216961 6682105.790733748),801
81319,890,POINT (25509945.25571587 6682096.494348269),801
81320,890,POINT (25509947.31547112 6682094.550155142),801
81321,890,POINT (25510328.64532367 6681795.884843333),801
81322,890,POINT (25510346.03705926 6681783.399611214),801
81323,890,POINT (25510284.4072922 6681868.604589165),801
81324,890,POINT (25509789.34512473 6682122.791189774),801
81325,890,POINT (25509788.25703661 6682059.715066687),801
81326,890,POINT (25510109.74298586 6682117.491007991),801
81327,890,POINT (25510119.43580991 6682094.766460286),801
81328,890,POINT (25510084.71534027 6682150.757857275),801
81329,200,POINT (25492332.15507359 6672043.958063927),105
81330,200,POINT (25492373.90193727 6672020.20640685),105
81331,200,POINT (25492406.7395227 6671960.163404378),105
81332,200,POINT (25492368.38691468 6671904.958717434),105
81333,200,POINT (25492308.18896646 6671877.119213704),105
81334,200,POINT (25492308.18896646 6671877.119213704),105
81335,200,POINT (25492290.95120365 6671950.644954023),105
81336,200,POINT (25492282.34408397 6672003.42935973),105
81337,200,POINT (25492264.19848726 6672040.903143098),105
81338,200,POINT (25492264.19848726 6672040.903143098),105
81339,200,POINT (25492348.2374652 6671975.404042991),105
81340,200,POINT (25492444.4310486 6672037.352100663),105
81341,200,POINT (25492408.89070288 6672087.317276202),105
81342,200,POINT (25492367.26376829 6672107.068477906),105
81343,200,POINT (25492325.00130503 6672114.788624893),105
81344,200,POINT (25492281.88998671 6672117.486212788),105
81345,200,POINT (25492235.69203057 6672123.098781685),105
81346,200,POINT (25492235.69203057 6672123.098781685),105
81347,200,POINT (25492203.90619529 6671685.827588321),105
81348,200,POINT (25492203.90619529 6671685.827588321),105
81349,200,POINT (25492448.39190781 6671477.092139863),105
81350,200,POINT (25492448.39190781 6671477.092139863),105
81351,200,POINT (25492410.97550152 6671489.970964713),105
81352,200,POINT (25492419.37010406 6671510.231185167),105
81353,200,POINT (25492393.22113976 6671514.441102447),105
81354,200,POINT (25492366.86467229 6671525.659658197),105
81355,200,POINT (25492362.65266852 6671532.531605118),105
81356,200,POINT (25492397.85764905 6671559.62152249),105
81357,200,POINT (25492425.36997839 6671543.442822435),105
81358,200,POINT (25492464.11844491 6671519.598144213),105
81359,200,POINT (25492464.11844491 6671519.598144213),105
81360,200,POINT (25492604.05298865 6671458.79259662),105
81361,200,POINT (25492604.05298865 6671458.79259662),105
81362,200,POINT (25492559.45520315 6671444.43222242),105
81363,200,POINT (25492569.91115864 6671462.761120253),105
81364,200,POINT (25492529.09876103 6671455.512883891),105
81365,200,POINT (25492506.92250149 6671460.850336318),105
81366,200,POINT (25492479.59683757 6671471.033897264),105
81367,200,POINT (25492479.59683757 6671471.033897264),105
81368,200,POINT (25492494.34903463 6671512.50586563),105
81369,200,POINT (25492494.34903463 6671512.50586563),105
81370,200,POINT (25492540.73170817 6671500.902065397),105
81371,200,POINT (25492587.87509444 6671497.330354439),105
81372,200,POINT (25492587.87509444 6671497.330354439),105
81373,200,POINT (25492752.83446119 6671502.326413891),105
81374,200,POINT (25492752.83446119 6671502.326413891),105
81375,200,POINT (25492720.08887364 6671493.322049677),105
81376,200,POINT (25492701.54749742 6671477.749616806),105
81377,200,POINT (25492669.91550599 6671464.788243827),105
81378,200,POINT (25492639.07489448 6671458.84471486),105
81379,200,POINT (25492639.07489448 6671458.84471486),105
81380,200,POINT (25492633.74255711 6671502.719596588),105
81381,200,POINT (25492633.74255711 6671502.719596588),105
81382,200,POINT (25492681.40113707 6671515.16956423),105
81383,200,POINT (25492721.84204444 6671534.408509434),105
81384,200,POINT (25492721.84204444 6671534.408509434),105
81385,200,POINT (25492921.13458758 6671595.475167275),105
81386,200,POINT (25492868.35633788 6671553.852389121),105
81387,200,POINT (25492802.12684086 6671526.829849383),105
81388,200,POINT (25492802.12684086 6671526.829849383),105
81389,200,POINT (25492764.1989952 6671556.708039056),105
81390,200,POINT (25492764.1989952 6671556.708039056),105
81391,200,POINT (25492923.28506035 6671656.582274788),105
81392,200,POINT (25492858.44939147 6671451.481073443),105
81393,200,POINT (25492822.36846825 6671486.413311529),105
81394,200,POINT (25492822.36846825 6671486.413311529),105
81395,200,POINT (25492867.59900155 6671512.808492357),105
81396,200,POINT (25492913.83142509 6671506.201106374),105
81397,200,POINT (25492787.13076777 6671427.309801639),105
81398,200,POINT (25492787.13076777 6671427.309801639),105
81399,200,POINT (25492749.65690359 6671409.156141427),105
81400,200,POINT (25492706.17864831 6671390.836531884),105
81401,200,POINT (25492658.61248915 6671375.377844575),105
81402,200,POINT (25492658.61248915 6671375.377844575),105
81403,200,POINT (25492648.40634463 6671415.095526033),105
81404,200,POINT (25492648.40634463 6671415.095526033),105
81405,200,POINT (25492678.2475645 6671421.0077039),105
81406,200,POINT (25492707.00048993 6671429.885932532),105
81407,200,POINT (25492733.77958145 6671437.698709107),105
81408,200,POINT (25492775.31486228 6671453.972430944),105
81409,200,POINT (25492775.31486228 6671453.972430944),105
81410,200,POINT (25492609.59321375 6671374.89690591),105
81411,200,POINT (25492609.59321375 6671374.89690591),105
81412,200,POINT (25492573.75297607 6671368.808018213),105
81413,200,POINT (25492541.70373264 6671369.842345937),105
81414,200,POINT (25492505.61864192 6671371.754234734),105
81415,200,POINT (25492481.32283058 6671381.017986693),105
81416,200,POINT (25492453.9966415 6671391.201736867),105
81417,200,POINT (25492453.9966415 6671391.201736867),105
81418,200,POINT (25492463.93279985 6671426.522226556),105
81419,200,POINT (25492463.93279985 6671426.522226556),105
81420,200,POINT (25492490.04564745 6671423.315626826),105
81421,200,POINT (25492516.3149483 6671415.106349834),105
81422,200,POINT (25492544.45867917 6671410.948966037),105
81423,200,POINT (25492576.51314047 6671409.925792323),105
81424,200,POINT (25492606.53679913 6671409.831737298),105
81425,200,POINT (25492606.53679913 6671409.831737298),105
81426,200,POINT (25492418.61009035 6671403.140417195),105
81427,200,POINT (25492418.61009035 6671403.140417195),105
81428,200,POINT (25492393.13302643 6671418.379053265),105
81429,200,POINT (25492310.78726816 6671460.910802567),105
81430,200,POINT (25492349.92974702 6671490.120040871),105
81431,200,POINT (25492380.61793758 6671468.029377707),105
81432,200,POINT (25492378.83163589 6671460.969361058),105
81433,200,POINT (25492406.15712031 6671450.796191032),105
81434,200,POINT (25492434.48802731 6671440.643434574),105
81435,200,POINT (25492434.48802731 6671440.643434574),105
81436,200,POINT (25492119.83141643 6671620.238780528),105
81437,200,POINT (25492119.83141643 6671620.238780528),105
81438,200,POINT (25492158.94810395 6671650.448780027),105
81439,200,POINT (25492186.02942539 6671615.239466959),105
81440,200,POINT (25492186.02942539 6671615.239466959),105
81441,200,POINT (25492173.21117324 6671575.82578025),105
81442,200,POINT (25492173.21117324 6671575.82578025),105
81443,200,POINT (25492147.82432106 6671588.068865845),105
81444,200,POINT (25492147.82432106 6671588.068865845),105
81445,200,POINT (25492144.09651247 6671545.928442815),105
81446,200,POINT (25492144.09651247 6671545.928442815),105
81447,200,POINT (25492117.37496071 6671503.09087889),105
81448,200,POINT (25492117.37496071 6671503.09087889),105
81449,200,POINT (25492055.87802364 6671551.254667627),105
81450,200,POINT (25492088.50661219 6671531.229675518),105
81451,200,POINT (25492187.9647842 6671353.119771498),105
81452,200,POINT (25492215.74533882 6671360.971204168),105
81453,200,POINT (25492239.52991234 6671401.709939219),105
81454,200,POINT (25492264.10034914 6671383.441652135),105
81455,200,POINT (25492275.49261902 6671436.830120821),105
81456,200,POINT (25492275.49261902 6671436.830120821),105
81457,200,POINT (25492294.30318066 6671410.374004637),105
81458,200,POINT (25492323.63386924 6671400.262858938),105
81459,200,POINT (25492350.11052862 6671385.055080228),105
81460,200,POINT (25492374.49970047 6671372.782052714),105
81461,200,POINT (25492363.01706607 6671355.425160367),105
81462,200,POINT (25492395.97795016 6671357.417876672),105
81463,200,POINT (25492395.97795016 6671357.417876672),105
81464,200,POINT (25492210.86785059 6671323.791145966),105
81465,200,POINT (25492222.86628503 6671390.202606022),105
81466,200,POINT (25492247.5560026 6671367.93414802),105
81467,200,POINT (25492576.41853298 6671280.829167955),105
81468,200,POINT (25492541.15568346 6671288.766603991),105
81469,200,POINT (25492440.66427861 6671335.75553925),105
81470,200,POINT (25492474.50336815 6671275.744580439),105
81471,200,POINT (25492476.29064937 6671315.828111283),105
81472,200,POINT (25492507.79948593 6671332.787875448),105
81473,200,POINT (25492511.31316503 6671282.855541478),105
81474,200,POINT (25492558.18356486 6671321.309833815),105
81475,200,POINT (25492598.32531373 6671317.518501414),105
81476,200,POINT (25492624.13701741 6671324.307411127),105
81477,200,POINT (25492624.13701741 6671324.307411127),105
81478,200,POINT (25492600.62687422 6671274.563294946),105
81479,200,POINT (25492592.08176232 6671292.3066989),105
81480,200,POINT (25492626.37623603 6671283.346678744),105
81481,200,POINT (25492626.37623603 6671283.346678744),105
81482,200,POINT (25492725.74947356 6671306.367229003),105
81483,200,POINT (25492668.24719515 6671288.610693927),105
81484,200,POINT (25492665.19014639 6671323.545471924),105
81485,200,POINT (25492665.19014639 6671323.545471924),105
81486,200,POINT (25492079.23604982 6671473.915374189),105
81487,200,POINT (25492079.23604982 6671473.915374189),105
81488,200,POINT (25492057.9363347 6671450.252252563),105
81489,200,POINT (25492057.9363347 6671450.252252563),105
81490,200,POINT (25492017.22109324 6671506.059408408),105
81491,200,POINT (25492045.45706178 6671498.912061991),105
81492,200,POINT (25493431.8969512 6671548.911725295),105
81493,200,POINT (25493437.70947603 6671588.108327658),105
81494,200,POINT (25493437.70947603 6671588.108327658),105
81495,200,POINT (25493250.9343785 6671543.42431838),105
81496,200,POINT (25493250.9343785 6671543.42431838),105
81497,200,POINT (25493215.69854744 6671550.363631282),105
81498,200,POINT (25493177.50077363 6671556.216921416),105
81499,200,POINT (25493143.2334356 6671564.180149966),105
81500,200,POINT (25493114.63699611 6671649.377221732),105
81501,200,POINT (25493114.63699611 6671649.377221732),105
81502,200,POINT (25493193.12983979 6671634.735611109),105
81503,200,POINT (25493151.83957522 6671643.491706805),105
81504,200,POINT (25493151.41476448 6671591.450452137),105
81505,200,POINT (25493104.45516386 6671589.020439081),105
81506,200,POINT (25493104.45516386 6671589.020439081),105
81507,200,POINT (25493259.39193122 6671627.738935998),105
81508,200,POINT (25493259.39193122 6671627.738935998),105
81509,200,POINT (25493250.38958557 6671594.442341709),105
81510,200,POINT (25493295.31961244 6671531.766889708),105
81511,200,POINT (25493295.31961244 6671531.766889708),105
81512,200,POINT (25493356.33611307 6671598.660977109),105
81513,200,POINT (25493398.53801997 6671592.924897233),105
81514,200,POINT (25493398.53801997 6671592.924897233),105
81515,200,POINT (25493390.66265237 6671555.670696016),105
81516,200,POINT (25493345.18438558 6671537.280276747),105
81517,200,POINT (25493135.62595236 6671451.876712891),105
81518,200,POINT (25493105.99569792 6671471.98701024),105
81519,200,POINT (25493097.63832805 6671516.769353368),105
81520,200,POINT (25493097.63832805 6671516.769353368),105
81521,200,POINT (25493138.87253249 6671510.007089281),105
81522,200,POINT (25493190.16142127 6671501.555382796),105
81523,200,POINT (25493237.48316294 6671491.986411521),105
81524,200,POINT (25493237.48316294 6671491.986411521),105
81525,200,POINT (25493210.24452424 6671433.120372537),105
81526,200,POINT (25493329.73500986 6671485.767669858),105
81527,200,POINT (25493373.84863893 6671483.10289333),105
81528,210,POINT (25493439.46879406 6671398.030889506),105
81529,210,POINT (25493456.64588303 6671425.57546512),105
81530,210,POINT (25493486.45721221 6671465.498175861),105
81531,210,POINT (25493171.16421055 6671269.824839185),105
81532,210,POINT (25493270.50233251 6671326.875250502),105
81533,210,POINT (25493270.50233251 6671326.875250502),105
81534,210,POINT (25493273.80650739 6671250.91747821),105
81535,210,POINT (25493273.80650739 6671250.91747821),105
81536,210,POINT (25493221.78617292 6671316.391634219),105
81537,210,POINT (25493185.49032548 6671226.223733265),105
81538,210,POINT (25493185.49032548 6671226.223733265),105
81539,210,POINT (25493167.74146153 6671316.748138125),105
81540,210,POINT (25493167.74146153 6671316.748138125),105
81541,210,POINT (25493309.94972824 6671280.031021624),105
81542,210,POINT (25493309.94972824 6671280.031021624),105
81543,210,POINT (25493309.94972824 6671280.031021624),105
81544,200,POINT (25492826.01011779 6671993.880416582),105
81545,200,POINT (25492826.01011779 6671993.880416582),105
81546,200,POINT (25492779.89826763 6671996.477741852),105
81547,890,POINT (25510099.7402464 6682150.208840923),801
81548,890,POINT (25510419.41455696 6681970.766536618),801
81549,890,POINT (25510384.30157596 6681940.684247982),801
81550,890,POINT (25510398.63047038 6681930.106938565),801
81551,890,POINT (25510712.39268444 6681978.644000232),801
81552,890,POINT (25510712.93562963 6681993.675767689),801
81553,890,POINT (25510694.12329881 6681954.078718382),801
81554,890,POINT (25510666.36673886 6682011.277165203),801
81555,890,POINT (25510679.18698837 6681984.641336359),801
81556,890,POINT (25509964.73776231 6682015.023532432),801
81557,890,POINT (25509997.15441153 6681968.974250581),801
81558,890,POINT (25510341.76214906 6681957.39875003),801
81559,890,POINT (25510305.61766595 6681994.331697675),801
81560,890,POINT (25510279.80292468 6681987.551682287),801
81561,890,POINT (25510342.63509331 6682423.77115099),801
81562,890,POINT (25510303.33980161 6682399.560599417),801
81563,890,POINT (25510308.64090115 6682455.763238827),801
81564,890,POINT (25510323.30397113 6682467.224898767),801
81565,890,POINT (25510287.94433643 6682412.107362354),801
81566,890,POINT (25510284.49148187 6682427.016403298),801
81567,890,POINT (25510019.48077035 6682288.880490733),801
81568,890,POINT (25510383.71462106 6682422.01584909),801
81569,890,POINT (25510361.05150867 6682443.343617805),801
81570,890,POINT (25509996.27136268 6682328.214024559),801
81571,890,POINT (25510009.63694074 6682316.607521258),801
81572,890,POINT (25509978.76335816 6682311.665293511),801
81573,890,POINT (25510320.3691928 6682233.964747191),801
81574,890,POINT (25510180.23643412 6682399.839490686),801
81575,890,POINT (25510246.44038979 6682361.808446893),801
81576,890,POINT (25510234.92444741 6682345.453557765),801
81577,890,POINT (25510388.57067629 6682162.973574895),801
81578,890,POINT (25512570.20466105 6682591.385903605),801
81581,890,POINT (25512654.52241229 6682582.930684391),801
81582,890,POINT (25512671.33934598 6682622.475334095),801
81583,890,POINT (25512647.15822709 6682627.739593074),801
81584,890,POINT (25511961.32996248 6683133.337629858),801
81585,890,POINT (25511951.66769553 6683122.041696132),801
81586,890,POINT (25511920.30836303 6683133.092123658),801
81587,890,POINT (25511894.10241955 6683139.312934468),801
81588,890,POINT (25512024.98758276 6683179.305793268),801
81589,890,POINT (25512047.0147056 6683145.941973214),801
81590,890,POINT (25512048.13125569 6683175.003343217),801
81591,890,POINT (25512099.24664585 6683139.518681087),801
81593,890,POINT (25509844.51153624 6682580.796918587),801
81594,890,POINT (25511870.92140279 6683243.680291837),801
81595,890,POINT (25511872.94844918 6683275.763979727),801
81596,890,POINT (25511895.85491575 6683279.459574102),801
81597,890,POINT (25511899.03752485 6683240.529520418),801
81598,890,POINT (25511948.48415482 6683293.068298449),801
81599,890,POINT (25511955.78182339 6683316.311588518),801
81600,890,POINT (25511949.17938811 6683270.07399665),801
81601,890,POINT (25512013.22838511 6683336.064984668),801
81602,890,POINT (25511988.74977657 6683285.27844405),801
81603,890,POINT (25511980.29794578 6683300.035820196),801
81604,890,POINT (25512006.35354952 6683298.828925388),801
81605,890,POINT (25511984.7508921 6683252.140892443),801
81606,890,POINT (25512069.46184811 6683263.717540744),801
81607,890,POINT (25512056.1024904 6683242.292400596),801
81608,890,POINT (25512096.63660654 6683357.609859836),801
81609,890,POINT (25512121.05897233 6683311.307693857),801
81610,890,POINT (25512125.72402007 6683388.513257657),801
81611,890,POINT (25512137.66125415 6683357.84622563),801
81612,890,POINT (25512559.03894794 6683487.712958705),801
81613,890,POINT (25512486.53777082 6683436.479686864),801
81614,890,POINT (25512503.41619732 6683374.945768246),801
81615,890,POINT (25512505.47660324 6683373.003013535),801
81616,890,POINT (25512449.48294133 6683371.307604985),801
81617,890,POINT (25512415.82534768 6683293.234158228),801
81618,890,POINT (25512407.24754195 6683311.978875588),801
81619,890,POINT (25512409.25276848 6683279.017224264),801
81623,890,POINT (25512156.38513471 6683169.278588747),801
81624,890,POINT (25512151.6902729 6683126.099818734),801
81625,890,POINT (25512116.93934315 6683183.097008704),801
81626,890,POINT (25512293.27064484 6683341.553700855),801
81627,890,POINT (25512308.47676468 6683368.03315789),801
81628,890,POINT (25512271.84661855 6683354.907479258),801
81629,890,POINT (25511751.61771209 6682821.75773376),801
81630,890,POINT (25511789.73224299 6682752.857437227),801
81631,890,POINT (25511704.16841497 6682934.404419566),801
81632,890,POINT (25511739.04246043 6682939.463247048),801
81633,890,POINT (25511590.97635631 6682904.952449572),801
81634,890,POINT (25511587.67290813 6682914.858120211),801
81635,890,POINT (25512216.9785649 6683349.241811222),801
81636,890,POINT (25512189.65328007 6683359.423220714),801
81637,890,POINT (25512292.36233172 6683305.49591789),801
81638,890,POINT (25512297.26801187 6683275.619096369),801
81639,890,POINT (25512396.70543037 6683395.729111103),801
81641,890,POINT (25512246.73663006 6683226.05793094),801
81642,890,POINT (25511523.37433275 6683253.163191384),801
81643,890,POINT (25511514.804394 6683205.861740497),801
81644,890,POINT (25511945.30123261 6683199.901705406),801
81645,890,POINT (25511925.18605972 6683170.27692022),801
81646,890,POINT (25511669.96278555 6682874.318994239),801
81647,890,POINT (25511664.2394417 6682898.166328512),801
81648,890,POINT (25511140.42542215 6684232.281968043),801
81649,890,POINT (25511139.88350451 6684250.274251065),801
81650,890,POINT (25511104.52505199 6684228.195011158),801
81651,890,POINT (25511121.0030332 6684245.704289617),801
81652,890,POINT (25511070.73915361 6684253.183657166),801
81653,890,POINT (25511088.64805342 6684289.749531644),801
81654,890,POINT (25511048.5031678 6684128.417795616),801
81655,890,POINT (25511048.74845544 6684153.442916283),801
81656,890,POINT (25511014.39020627 6684164.414024575),801
